Pair,Interval,BB_Period,BB_Std,Threshold,Trend_MA,SL,TP,P1_PnL,P2_PnL,P3_PnL,P4_PnL,P5_PnL,P6_PnL,P7_PnL,P8_PnL,Mean_PnL,Trades,Accuracy,Sharpe,MaxDD,Score,Valid
SOL-USDT,1h,30,3.0,0.9,200,0.03,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.0,0.00,0.0,0.00,False
SOL-USDT,4h,20,2.0,0.7,0,0.02,0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.0,0.00,0.0,0.00,False
SOL-USDT,4h,20,2.0,0.8,200,0.02,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.0,0.00,0.0,0.00,False
SOL-USDT,1h,30,2.0,0.8,50,0.02,0.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.0,0.00,0.0,0.00,False
SOL-USDT,4h,20,2.5,0.9,0,0.05,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.0,0.00,0.0,0.00,False
SOL-USDT,4h,50,3.0,0.8,100,0.03,0.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.0,0.00,0.0,0.00,False
SOL-USDT,4h,10,2.5,0.7,0,0.02,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-27.74,-3.47,318,35.5,-1.58,46.4,0.00,False
SOL-USDT,1h,10,2.0,1.0,200,0.03,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.0,0.00,0.0,0.00,False
SOL-USDT,4h,20,2.5,0.7,0,0.02,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.0,0.00,0.0,0.00,False
SOL-USDT,4h,50,3.0,1.0,50,0.02,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.0,0.00,0.0,0.00,False
SOL-USDT,4h,30,2.5,1.0,100,0.05,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.0,0.00,0.0,0.00,False
SOL-USDT,4h,50,2.5,0.7,50,0.03,0.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.0,0.00,0.0,0.00,False
SOL-USDT,1h,50,2.5,0.9,0,0.05,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.0,0.00,0.0,0.00,False
SOL-USDT,1h,20,3.0,0.7,0,0.03,0.05,0.00,0.00,0.00,0.00,0.00,9.56,0.00,0.00,1.19,378,45.5,0.03,38.5,0.00,False
SOL-USDT,4h,50,2.0,0.8,100,0.03,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.0,0.00,0.0,0.00,False
SOL-USDT,4h,50,2.0,0.8,100,0.03,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.0,0.00,0.0,0.00,False
SOL-USDT,4h,50,2.5,0.8,0,0.05,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.0,0.00,0.0,0.00,False
SOL-USDT,1h,20,3.0,0.8,200,0.05,0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.0,0.00,0.0,0.00,False
SOL-USDT,4h,30,2.0,0.8,0,0.02,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.0,0.00,0.0,0.00,False
SOL-USDT,1h,20,3.0,0.7,0,0.03,0.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.0,0.00,0.0,0.00,False
SOL-USDT,1h,50,3.0,0.8,50,0.05,0.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.0,0.00,0.0,0.00,False
SOL-USDT,1h,50,2.0,0.7,0,0.03,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.0,0.00,0.0,0.00,False
SOL-USDT,4h,20,3.0,0.7,0,0.03,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.0,0.00,0.0,0.00,False
SOL-USDT,4h,20,3.0,0.8,50,0.05,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.0,0.00,0.0,0.00,False
SOL-USDT,1h,50,2.5,1.0,0,0.05,0.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.0,0.00,0.0,0.00,False
SOL-USDT,4h,50,2.0,0.7,200,0.03,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.0,0.00,0.0,0.00,False
SOL-USDT,1h,50,2.5,0.8,0,0.02,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.0,0.00,0.0,0.00,False
SOL-USDT,4h,30,2.5,0.8,100,0.03,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.0,0.00,0.0,0.00,False
SOL-USDT,1h,30,3.0,0.8,100,0.03,0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.0,0.00,0.0,0.00,False
SOL-USDT,1h,50,3.0,0.9,0,0.05,0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.0,0.00,0.0,0.00,False
SOL-USDT,1h,10,2.0,0.9,0,0.03,0.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.0,0.00,0.0,0.00,False
SOL-USDT,1h,20,2.5,1.0,0,0.05,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.0,0.00,0.0,0.00,False
SOL-USDT,1h,50,3.0,1.0,0,0.05,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.0,0.00,0.0,0.00,False
SOL-USDT,1h,50,2.0,1.0,0,0.03,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.0,0.00,0.0,0.00,False
SOL-USDT,4h,20,2.0,1.0,200,0.05,0.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.0,0.00,0.0,0.00,False
SOL-USDT,1h,30,2.5,0.8,0,0.03,0.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.0,0.00,0.0,0.00,False
SOL-USDT,1h,50,2.0,0.7,0,0.03,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.0,0.00,0.0,0.00,False
SOL-USDT,4h,50,2.0,0.7,0,0.05,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-25.94,-3.24,137,46.0,-0.89,66.3,0.00,False
SOL-USDT,4h,20,3.0,0.7,50,0.02,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.0,0.00,0.0,0.00,False
SOL-USDT,1h,50,2.0,1.0,200,0.02,0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.0,0.00,0.0,0.00,False
SOL-USDT,1h,30,2.5,0.8,0,0.05,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.0,0.00,0.0,0.00,False
SOL-USDT,1h,30,2.5,1.0,200,0.03,0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.0,0.00,0.0,0.00,False
SOL-USDT,4h,10,2.5,0.9,100,0.03,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.0,0.00,0.0,0.00,False
SOL-USDT,1h,30,2.5,0.9,50,0.02,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.0,0.00,0.0,0.00,False
SOL-USDT,1h,30,2.5,1.0,0,0.05,0.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.0,0.00,0.0,0.00,False
SOL-USDT,4h,30,2.0,1.0,100,0.03,0.05,0.00,0.00,0.00,1.98,0.00,0.00,0.00,0.00,0.25,20,40.0,-1.21,12.6,0.00,False
SOL-USDT,4h,10,2.5,0.9,50,0.02,0.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.0,0.00,0.0,0.00,False
SOL-USDT,4h,20,3.0,0.9,0,0.02,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.0,0.00,0.0,0.00,False
SOL-USDT,1h,10,2.0,0.9,100,0.05,0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.0,0.00,0.0,0.00,False
SOL-USDT,1h,10,3.0,0.8,0,0.02,0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.0,0.00,0.0,0.00,False
SOL-USDT,1h,50,3.0,1.0,0,0.03,0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.0,0.00,0.0,0.00,False
SOL-USDT,4h,50,3.0,0.7,0,0.05,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.0,0.00,0.0,0.00,False
SOL-USDT,4h,30,2.0,0.8,0,0.05,0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.0,0.00,0.0,0.00,False
SOL-USDT,1h,30,2.0,0.7,0,0.02,0.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.0,0.00,0.0,0.00,False
SOL-USDT,1h,20,3.0,0.7,100,0.02,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.0,0.00,0.0,0.00,False
SOL-USDT,1h,30,2.5,0.7,0,0.03,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.0,0.00,0.0,0.00,False
SOL-USDT,4h,30,3.0,1.0,100,0.03,0.03,0.00,0.00,0.00,-0.42,0.00,0.00,0.00,0.00,-0.05,8,50.0,-0.40,3.6,0.00,False
SOL-USDT,1h,20,3.0,0.9,100,0.03,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.0,0.00,0.0,0.00,False
SOL-USDT,4h,30,2.0,1.0,0,0.02,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.0,0.00,0.0,0.00,False
SOL-USDT,1h,20,2.0,1.0,0,0.03,0.12,0.00,0.00,0.00,0.00,0.00,48.75,0.00,0.00,6.09,365,47.9,0.48,48.1,0.00,False
SOL-USDT,4h,10,3.0,1.0,0,0.03,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.0,0.00,0.0,0.00,False
SOL-USDT,1h,20,2.0,0.9,0,0.02,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.0,0.00,0.0,0.00,False
SOL-USDT,4h,30,3.0,1.0,0,0.03,0.08,0.00,0.00,0.00,-9.90,0.00,0.00,0.00,0.00,-1.24,54,24.1,-1.74,30.1,0.00,False
SOL-USDT,4h,20,2.0,0.8,0,0.05,0.03,0.00,0.00,-39.94,0.00,0.00,1.62,0.00,0.00,-4.79,316,78.3,26.61,80.9,0.00,False
SOL-USDT,4h,20,2.0,0.7,0,0.03,0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.0,0.00,0.0,0.00,False
SOL-USDT,1h,30,2.0,0.7,0,0.03,0.08,0.00,0.00,0.12,0.00,0.00,0.00,0.00,0.00,0.02,2,50.0,1.65,0.0,0.00,False
SOL-USDT,1h,50,2.5,0.7,50,0.02,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.0,0.00,0.0,0.00,False
SOL-USDT,4h,50,2.5,1.0,0,0.05,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.0,0.00,0.0,0.00,False
SOL-USDT,1h,20,2.0,0.9,0,0.03,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.0,0.00,0.0,0.00,False
SOL-USDT,4h,20,2.5,0.8,200,0.02,0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.0,0.00,0.0,0.00,False
SOL-USDT,1h,20,3.0,0.9,0,0.03,0.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.0,0.00,0.0,0.00,False
SOL-USDT,4h,20,3.0,0.9,0,0.05,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-53.05,-6.63,41,24.4,-4.43,66.1,0.00,False
SOL-USDT,4h,30,3.0,0.9,0,0.02,0.05,0.00,0.00,0.00,-37.93,0.00,0.00,0.00,0.00,-4.74,141,21.3,-1.59,41.6,0.00,False
SOL-USDT,1h,10,3.0,1.0,0,0.03,0.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.0,0.00,0.0,0.00,False
SOL-USDT,1h,20,2.5,0.9,0,0.05,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.0,0.00,0.0,0.00,False
SOL-USDT,4h,20,2.0,1.0,50,0.02,0.12,0.00,0.00,0.00,18.21,0.00,0.00,0.00,7.82,3.25,22,40.8,0.80,3.9,0.00,False
SOL-USDT,4h,10,3.0,0.7,0,0.02,0.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.0,0.00,0.0,0.00,False
SOL-USDT,1h,20,2.5,0.9,0,0.03,0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.0,0.00,0.0,0.00,False
SOL-USDT,1h,50,2.0,0.7,0,0.02,0.08,0.00,0.00,0.00,0.00,-0.09,-14.26,0.00,0.00,-1.79,578,33.2,-0.98,71.4,0.00,False
SOL-USDT,1h,10,3.0,0.7,0,0.05,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.0,0.00,0.0,0.00,False
SOL-USDT,4h,30,2.5,1.0,0,0.03,0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.0,0.00,0.0,0.00,False
SOL-USDT,4h,20,2.0,0.8,0,0.03,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.73,-42.89,-5.27,241,66.5,18.82,59.1,0.00,False
SOL-USDT,4h,10,2.0,0.9,50,0.03,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.0,0.00,0.0,0.00,False
SOL-USDT,4h,50,2.0,1.0,0,0.02,0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.0,0.00,0.0,0.00,False
SOL-USDT,4h,20,2.5,1.0,200,0.02,0.05,0.00,0.00,0.00,7.61,0.00,0.00,0.00,3.76,1.42,37,38.5,0.69,11.2,0.00,False
SOL-USDT,1h,50,2.5,0.8,200,0.05,0.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.0,0.00,0.0,0.00,False
SOL-USDT,1h,20,2.0,0.7,0,0.05,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.0,0.00,0.0,0.00,False
SOL-USDT,1h,20,2.0,0.8,0,0.05,0.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.0,0.00,0.0,0.00,False
SOL-USDT,1h,30,3.0,1.0,200,0.02,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.0,0.00,0.0,0.00,False
SOL-USDT,1h,50,2.5,0.7,0,0.03,0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.0,0.00,0.0,0.00,False
SOL-USDT,4h,20,2.0,0.7,0,0.02,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.0,0.00,0.0,0.00,False
SOL-USDT,1h,50,2.0,0.9,0,0.03,0.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.0,0.00,0.0,0.00,False
SOL-USDT,1h,20,2.5,1.0,200,0.03,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.0,0.00,0.0,0.00,False
SOL-USDT,1h,30,2.5,0.7,0,0.05,0.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.0,0.00,0.0,0.00,False
SOL-USDT,4h,20,2.0,0.8,100,0.02,0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.75,-0.09,59,22.0,-0.48,18.4,0.00,False
SOL-USDT,4h,30,2.5,0.7,0,0.05,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.0,0.00,0.0,0.00,False
SOL-USDT,1h,50,2.0,0.8,50,0.05,0.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.0,0.00,0.0,0.00,False
SOL-USDT,1h,50,3.0,1.0,50,0.03,0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.0,0.00,0.0,0.00,False
SOL-USDT,1h,30,2.5,0.8,50,0.02,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.0,0.00,0.0,0.00,False
SOL-USDT,4h,50,2.0,0.8,0,0.03,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-33.08,-4.13,252,44.0,-1.06,62.7,0.00,False
SOL-USDT,4h,50,2.5,0.9,200,0.02,0.12,0.00,0.00,0.00,-5.77,0.00,0.00,0.00,0.00,-0.72,6,0.0,-23.57,4.9,0.00,False
SOL-USDT,4h,10,2.5,1.0,0,0.03,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.0,0.00,0.0,0.00,False
SOL-USDT,4h,30,3.0,0.9,100,0.02,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.0,0.00,0.0,0.00,False
SOL-USDT,1h,50,2.0,1.0,0,0.03,0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.0,0.00,0.0,0.00,False
SOL-USDT,4h,30,2.0,0.7,0,0.03,0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.0,0.00,0.0,0.00,False
SOL-USDT,1h,20,2.5,0.7,0,0.03,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.0,0.00,0.0,0.00,False
SOL-USDT,1h,50,3.0,0.9,50,0.02,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.0,0.00,0.0,0.00,False
SOL-USDT,1h,20,2.0,0.9,200,0.03,0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.0,0.00,0.0,0.00,False
SOL-USDT,4h,50,2.0,1.0,200,0.03,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.0,0.00,0.0,0.00,False
SOL-USDT,1h,50,2.5,0.7,50,0.02,0.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.0,0.00,0.0,0.00,False
SOL-USDT,4h,50,3.0,0.9,100,0.03,0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.0,0.00,0.0,0.00,False
SOL-USDT,1h,50,2.5,0.8,100,0.05,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.0,0.00,0.0,0.00,False
SOL-USDT,1h,50,2.5,1.0,0,0.05,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.0,0.00,0.0,0.00,False
SOL-USDT,4h,30,2.0,1.0,200,0.05,0.03,0.00,0.00,-5.55,0.00,0.00,0.00,0.00,0.00,-0.69,30,53.3,0.63,20.0,0.00,False
SOL-USDT,1h,30,3.0,1.0,50,0.02,0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.0,0.00,0.0,0.00,False
SOL-USDT,1h,50,3.0,1.0,0,0.05,0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.0,0.00,0.0,0.00,False
SOL-USDT,4h,30,2.5,1.0,50,0.03,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.0,0.00,0.0,0.00,False
SOL-USDT,4h,30,3.0,1.0,50,0.03,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.0,0.00,0.0,0.00,False
SOL-USDT,1h,20,3.0,0.9,0,0.03,0.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.0,0.00,0.0,0.00,False
SOL-USDT,1h,30,3.0,0.7,200,0.02,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.0,0.00,0.0,0.00,False
SOL-USDT,4h,20,2.0,0.9,0,0.05,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.0,0.00,0.0,0.00,False
SOL-USDT,1h,50,2.0,0.8,0,0.05,0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.0,0.00,0.0,0.00,False
SOL-USDT,4h,50,2.0,1.0,100,0.03,0.12,0.00,0.00,-12.45,0.00,0.00,0.00,0.00,0.00,-1.56,8,0.0,-65.46,11.1,0.00,False
SOL-USDT,4h,20,2.5,0.7,0,0.02,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.0,0.00,0.0,0.00,False
SOL-USDT,4h,50,2.5,0.9,200,0.02,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.0,0.00,0.0,0.00,False
SOL-USDT,4h,10,2.5,0.8,100,0.03,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-30.59,-3.82,46,21.7,-0.28,34.8,0.00,False
SOL-USDT,1h,10,2.0,0.9,50,0.05,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.0,0.00,0.0,0.00,False
SOL-USDT,4h,10,2.0,0.8,200,0.05,0.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.0,0.00,0.0,0.00,False
SOL-USDT,4h,20,2.5,0.7,100,0.02,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.0,0.00,0.0,0.00,False
SOL-USDT,1h,20,3.0,0.9,0,0.03,0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.0,0.00,0.0,0.00,False
SOL-USDT,1h,10,3.0,1.0,0,0.02,0.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.0,0.00,0.0,0.00,False
SOL-USDT,1h,10,2.5,1.0,200,0.03,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.0,0.00,0.0,0.00,False
SOL-USDT,1h,10,2.5,1.0,0,0.02,0.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.0,0.00,0.0,0.00,False
SOL-USDT,4h,10,3.0,0.7,200,0.05,0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.0,0.00,0.0,0.00,False
SOL-USDT,1h,10,2.5,0.7,0,0.02,0.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.0,0.00,0.0,0.00,False
SOL-USDT,1h,10,3.0,0.9,200,0.03,0.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.0,0.00,0.0,0.00,False
SOL-USDT,4h,10,3.0,0.7,100,0.02,0.12,0.00,0.00,5.09,0.00,0.00,0.00,0.00,0.00,0.64,29,17.2,0.09,15.8,0.00,False
SOL-USDT,1h,20,3.0,0.9,0,0.05,0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.0,0.00,0.0,0.00,False
SOL-USDT,4h,10,2.0,1.0,100,0.03,0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.0,0.00,0.0,0.00,False
SOL-USDT,1h,20,2.0,0.9,0,0.02,0.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.0,0.00,0.0,0.00,False
SOL-USDT,1h,10,2.5,0.9,0,0.05,0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.0,0.00,0.0,0.00,False
SOL-USDT,1h,10,3.0,0.8,0,0.02,0.12,0.00,0.00,0.00,0.00,0.00,-81.23,0.00,0.00,-10.15,130,13.8,-1.17,90.6,0.00,False
SOL-USDT,4h,20,2.0,0.9,200,0.02,0.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.0,0.00,0.0,0.00,False
SOL-USDT,4h,50,2.5,1.0,100,0.02,0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.0,0.00,0.0,0.00,False
SOL-USDT,4h,10,2.0,0.9,0,0.05,0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.0,0.00,0.0,0.00,False
SOL-USDT,1h,50,2.5,1.0,200,0.02,0.12,6.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.77,35,28.6,0.76,9.7,0.00,False
SOL-USDT,1h,50,3.0,1.0,0,0.02,0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.0,0.00,0.0,0.00,False
SOL-USDT,4h,50,2.5,0.9,0,0.02,0.03,0.00,0.00,0.00,-78.46,0.00,0.00,0.00,0.00,-9.81,333,29.4,-1.45,78.6,0.00,False
SOL-USDT,1h,30,2.0,0.8,50,0.02,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.0,0.00,0.0,0.00,False
SOL-USDT,4h,10,3.0,0.7,200,0.02,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.0,0.00,0.0,0.00,False
SOL-USDT,1h,50,2.5,1.0,0,0.02,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.0,0.00,0.0,0.00,False
SOL-USDT,4h,10,3.0,0.8,50,0.03,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.92,0.24,4,50.0,1.63,3.0,0.00,False
SOL-USDT,4h,20,3.0,1.0,0,0.05,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.0,0.00,0.0,0.00,False
SOL-USDT,4h,20,3.0,0.7,50,0.03,0.03,0.00,0.00,-9.92,0.00,0.00,0.00,0.00,0.00,-1.24,16,31.2,-0.90,10.6,0.00,False
SOL-USDT,4h,10,2.0,0.7,50,0.03,0.08,-22.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-2.84,62,21.0,-1.82,32.0,0.00,False
SOL-USDT,1h,50,2.0,0.8,0,0.02,0.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.0,0.00,0.0,0.00,False
SOL-USDT,1h,20,2.0,0.8,0,0.02,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.0,0.00,0.0,0.00,False
SOL-USDT,1h,50,3.0,0.9,0,0.02,0.08,0.00,0.00,0.00,0.00,0.00,-21.40,0.00,0.00,-2.68,179,30.7,0.18,39.4,0.00,False
